id,deal_name,customer_code,serial_no,nature_of_work,last_executed_month,execution_status,data_delivery_date,date_of_po,document_type,start_date,end_date,kam_code,sector,type_of_work,software_platform,last_invoice_date,invoice_no,amount_excl_gst,amount_incl_gst,billed_excl_gst,billed_incl_gst,collected_incl_gst,to_be_billed_excl_gst,to_be_billed_incl_gst,amount_receivable,ar_priority,invoice_status,actual_billing_month,wo_status,caveats
SDPLDEAL-097,Alias_160,WOCOMPANY_051,SDPLDEAL-097,One time Project,,Completed,,2025-04-10,Purchase Order,2025-05-01,2025-05-31,OWNER_001,Mining,Topography Survey: RGB,SPECTRA,2025-07-25,SDPL/FY25-26/370,84190.564,99344.86552,79060.452,93291.33336,85383.90698,5130.112,6053.53216,7907.426384,Normal,Fully Billed,July,Closed,[]
SDPLDEAL-098,Erwin,WOCOMPANY_021,SDPLDEAL-098,One time Project,,Completed,,2025-05-22,Purchase Order,2025-05-26,2025-06-25,OWNER_001,Mining,Topography Survey: RGB,SPECTRA,2025-08-20,SDPL/FY25-26/405,319811.922,377378.068,319811.922,377378.068,0.0,0.0,0.0,377378.068,Normal,Fully Billed,August,Closed,[]
SDPLDEAL-099,Goku,WOCOMPANY_003,SDPLDEAL-099,One time Project,,Ongoing,,2025-07-23,Purchase Order,2025-07-28,2025-09-30,OWNER_003,Railways,"LiDAR Survey: LiDAR, Road/rail survey",NONE,2025-09-01,SDPL/FY25-26/424,14391444.0,16981903.92,246640.0,291035.2,291035.2,14144804.0,16690868.72,0.0,Normal,Partially Billed,,Open,[]
SDPLDEAL-100,Erwin,WOCOMPANY_021,SDPLDEAL-100,Annual Rate Contract,,Completed,,2025-05-28,Purchase Order,2025-07-01,2025-07-15,OWNER_001,Mining,Volumetric survey,SPECTRA,2025-08-20,SDPL/FY25-26/406,791874.716,934412.1649,594265.4161,701233.191,0.0,197609.2999,233178.9738,701233.191,Priority,Fully Billed,Dec,Open,[]
SDPLDEAL-102,Nami,WOCOMPANY_002,SDPLDEAL-102,One time Project,,Completed,,2025-08-02,Purchase Order,2025-08-04,2025-08-09,OWNER_003,Mining,Raw images/videography,NONE,,,64373.04,75960.1872,0.0,0.0,0.0,64373.04,75960.1872,0.0,Normal,Partially Billed,,Open,['Project Completed but unbilled / missing invoice date']
SDPLDEAL-103,Ben Tennyson,WOCOMPANY_033,SDPLDEAL-103,One time Project,,Completed,,2025-08-01,Purchase Order,2025-07-01,2025-07-31,OWNER_003,Renewables,"Hydrology, Topography Survey: RGB",NONE,,,487114.0,574794.52,0.0,0.0,0.0,487114.0,574794.52,0.0,Normal,Partially Billed,,Open,['Project Completed but unbilled / missing invoice date']
SDPLDEAL-105,Subaru,WOCOMPANY_019,SDPLDEAL-105,One time Project,,Completed,,2025-08-06,Purchase Order,2025-05-01,2025-05-29,OWNER_001,Mining,Topography Survey: RGB,SPECTRA,2025-08-06,2025-08-06,20563.61,24265.0598,20251.6104,23896.90027,23896.9496,311.9996,368.159528,-0.049328,Normal,Fully Billed,August,Closed,[]
SDPLDEAL-106,Yuji Itadori,WOCOMPANY_006,SDPLDEAL-106,One time Project,,Completed,,2025-08-08,Purchase Order,2025-08-08,2025-08-20,OWNER_003,Renewables,"Hydrology, Topography Survey: RGB",NONE,2025-09-12,SDPL/FY25-26/442,339130.0,400173.4,339130.0,400173.4,400173.4,0.0,0.0,0.0,Normal,Fully Billed,,Closed,[]
SDPLDEAL-108,Alphonse,WOCOMPANY_009,SDPLDEAL-108,One time Project,,Completed,,2025-08-18,Purchase Order,2025-08-14,2025-08-30,OWNER_001,Renewables,"Topography Survey: RGB, Hydrology",SPECTRA,2025-09-24,SDPL/FY25-26/476,477247.7957,563152.399,477247.7957,563152.399,563151.8788,0.0,0.0,0.52016376,Normal,Fully Billed,November,Closed,[]
SDPLDEAL-109,Rafiki,WOCOMPANY_048,SDPLDEAL-109,Annual Rate Contract,,Ongoing,,2025-08-11,Purchase Order,2025-09-01,2027-08-31,OWNER_003,Renewables,"Topography Survey: RGB, Thermography",NONE,,,616600.0,727588.0,0.0,0.0,0.0,616600.0,727588.0,0.0,Normal,Partially Billed,,Open,[]
SDPLDEAL-111,Alias_162,WOCOMPANY_052,SDPLDEAL-111,One time Project,,Ongoing,,2024-11-22,Purchase Order,,,Unassigned,Mining,Others,DMO,,,863240.0,1018623.2,739920.0,873105.6,864473.2,123320.0,145517.6,8632.4,Normal,Partially Billed,,Open,[]
SDPLDEAL-112,Ben Tennyson,WOCOMPANY_034,SDPLDEAL-112,One time Project,,Completed,,2024-05-16,Purchase Order,,,Unassigned,Renewables,"Topography Survey: RGB, Hydrology",nan,,,215810.0,254655.8,215810.0,254655.8,254655.8,0.0,0.0,0.0,Normal,Fully Billed,,Closed,[]
SDPLDEAL-113,Alphonse,WOCOMPANY_009,SDPLDEAL-113,One time Project,,Ongoing,,2024-12-20,Purchase Order,,,OWNER_001,Renewables,"Topography Survey: RGB, Hydrology",nan,,,607351.0,716674.18,607351.0,716674.18,716674.18,0.0,0.0,0.0,Normal,Fully Billed,,Closed,[]
SDPLDEAL-115,Yuji Itadori,WOCOMPANY_006,SDPLDEAL-115,One time Project,,Completed,,2025-03-24,Purchase Order,,,Unassigned,Renewables,Hydrology,nan,,,616600.0,727588.0,616600.0,727588.0,727588.0,0.0,0.0,0.0,Normal,Fully Billed,,Closed,[]
SDPLDEAL-116,Ace,WOCOMPANY_013,SDPLDEAL-116,One time Project,,Completed,,2025-03-05,Purchase Order,,,Unassigned,Others,Topography Survey: RGB,nan,,,176347.6,208090.168,176347.6,208090.168,0.0,0.0,0.0,208090.168,Normal,Fully Billed,,Open,[]
SDPLDEAL-117,Shanks,WOCOMPANY_012,SDPLDEAL-117,One time Project,,Completed,,2025-03-31,Purchase Order,,,Unassigned,Renewables,Thermography,nan,,,221636.87,261531.5066,221636.87,261531.5066,0.0,0.0,0.0,261531.5066,Normal,Fully Billed,,Open,[]
SDPLDEAL-118,Bulbasaur,WOCOMPANY_050,SDPLDEAL-118,One time Project,,Completed,,2025-03-25,Purchase Order,,,Unassigned,Renewables,Topography Survey: RGB,nan,,,308300.0,363794.0,308300.0,363794.0,0.0,0.0,0.0,363794.0,Normal,Fully Billed,,Open,[]
SDPLDEAL-119,Sesshomaru,WOCOMPANY_017,SDPLDEAL-119,One time Project,,Completed,,2024-12-03,Purchase Order,,,Unassigned,Renewables,"Hydrology, Topography Survey: RGB",nan,2025-04-16,SDPL/FY25-26/002,446418.4,526773.712,446418.4,526773.712,526773.712,0.0,0.0,0.0,Normal,Fully Billed,,Closed,[]
SDPLDEAL-120,Mr. Krabs,WOCOMPANY_031,SDPLDEAL-120,One time Project,,Completed,,2025-01-21,Purchase Order,,,Unassigned,Mining,Volumetric survey,nan,2025-06-20,SDPL/FY25-26/083,554940.0,654829.2,554940.0,654829.2,588236.4,0.0,0.0,66592.8,Normal,Fully Billed,,Closed,[]
SDPLDEAL-121,Pumbaa,WOCOMPANY_047,SDPLDEAL-121,Annual Rate Contract,,Ongoing,,2025-09-02,LOA/LOI,2025-09-02,2026-09-02,OWNER_004,Renewables,Thermography,SPECTRA,,,5224698.44,6165144.159,2330748.0,2750282.64,0.0,2893950.44,3414861.519,2750282.64,Priority,Partially Billed,,Open,['High AR overdue risk (> ₹10L)']
SDPLDEAL-122,Stitch,WOCOMPANY_044,SDPLDEAL-122,One time Project,,Completed,,2025-04-01,Purchase Order,,,Unassigned,Renewables,Flood Risk,nan,2025-04-29,SDPL/FY25-26/009,431620.0,509311.6,431620.0,509311.6,509311.6,0.0,0.0,0.0,Normal,Fully Billed,,Closed,[]
SDPLDEAL-123,Sasuke,WOCOMPANY_002,SDPLDEAL-123,One time Project,,Completed,,2024-12-25,Purchase Order,,,Unassigned,Mining,LiDAR Survey: LiDAR,nan,,,371193.2,438007.976,371193.2,438007.976,0.0,0.0,0.0,438007.976,Normal,Fully Billed,,Closed,[]
SDPLDEAL-124,Alphonse,WOCOMPANY_009,SDPLDEAL-124,One time Project,,Ongoing,,2025-07-24,Purchase Order,,,Unassigned,Renewables,Others,nan,2025-07-31,SDPL/FY25-26/378,24664.0,29103.52,24664.0,29103.52,0.0,0.0,0.0,29103.52,Normal,Fully Billed,,Closed,[]
SDPLDEAL-125,Timon,WOCOMPANY_046,SDPLDEAL-125,Proof of Concept,,Completed,,2025-09-08,Purchase Order,2025-09-11,2025-10-26,OWNER_001,Renewables,Others,SPECTRA,,,277470.0,327414.6,277470.0,327414.6,0.0,0.0,0.0,327414.6,Normal,Fully Billed,Dec,Open,[]
SDPLDEAL-126,Gohan,WOCOMPANY_026,SDPLDEAL-126,One time Project,,Completed,,2025-09-10,Purchase Order,2025-08-01,2025-09-05,OWNER_001,Construction,Topography Survey: RGB,NONE,2025-09-15,SDPL/FY25-26/448,788298.436,930192.1545,788298.436,930192.1545,914425.1992,0.0,0.0,15766.95528,Normal,Fully Billed,October,Closed,[]
SDPLDEAL-127,Kaguya,WOCOMPANY_014,SDPLDEAL-127,One time Project,,Completed,,2025-09-12,Purchase Order,2025-09-15,2025-10-31,OWNER_003,Railways,Others,NONE,,,5061052.8,5972042.304,0.0,0.0,0.0,5061052.8,5972042.304,0.0,Normal,Partially Billed,,Open,['Project Completed but unbilled / missing invoice date']
SDPLDEAL-128,Bugs Bunny,WOCOMPANY_028,SDPLDEAL-128,One time Project,,Ongoing,,2025-09-12,Purchase Order,2025-09-15,2025-10-31,OWNER_003,Railways,Others,NONE,,,8789158.711,10371207.28,0.0,0.0,0.0,8789158.711,10371207.28,0.0,Normal,Partially Billed,,Open,[]
SDPLDEAL-129,Armin,WOCOMPANY_020,SDPLDEAL-129,Annual Rate Contract,,Completed,2025-09-20,2025-09-10,Purchase Order,2025-07-24,2025-12-31,OWNER_001,Mining,Topography Survey: RGB,SPECTRA,,,218478.6448,257804.8009,145653.4986,171871.1284,0.0,72825.14616,85933.67247,171871.1284,Normal,Fully Billed,October,Closed,['Project Completed but unbilled / missing invoice date']
SDPLDEAL-130,Armin,WOCOMPANY_020,SDPLDEAL-130,Annual Rate Contract,,Completed,2025-09-20,2025-09-11,Purchase Order,2025-07-24,2025-12-31,OWNER_001,Mining,Topography Survey: RGB,SPECTRA,,,484453.9876,571655.7054,322971.0351,381105.8214,0.0,161482.9525,190549.8839,381105.8214,Normal,Fully Billed,Dec,Closed,['Project Completed but unbilled / missing invoice date']
SDPLDEAL-131,Sakura,WOCOMPANY_002,SDPLDEAL-131,One time Project,,Pause / struck,,2025-09-17,Purchase Order,2025-09-15,2025-10-15,OWNER_003,Mining,LiDAR Survey: LiDAR,NONE,,,1224740.248,1445193.493,0.0,0.0,0.0,1224740.248,1445193.493,0.0,Normal,Partially Billed,,Open,[]
SDPLDEAL-132,Sakura,WOCOMPANY_002,SDPLDEAL-132,One time Project,,Pause / struck,,2025-09-17,Purchase Order,2025-09-15,2025-10-15,OWNER_003,Mining,LiDAR Survey: LiDAR,NONE,,,1219634.8,1439169.064,0.0,0.0,0.0,1219634.8,1439169.064,0.0,Normal,Partially Billed,,Open,[]
